game_user_id,install_id,install_time,campaign_id,adset_id,creative_id,channel,country,os,device_model,device_tier,consent_tracking,consent_marketing
player_0400,inst_736592,2024-11-01T20:00:00.000Z,l2m_launch_kr,broad_male_25_44,pvp_highlight,organic,BR,android,Xiaomi 14,mid,true,true
player_0401,inst_860697,2024-12-24T15:00:00.000Z,l2m_lookalike_jp,broad_male_25_44,pvp_highlight,organic,BR,android,Xiaomi 14,low,true,false
player_0402,inst_205881,2025-01-18T04:00:00.000Z,l2m_retarget_us,broad_male_25_44,gameplay_boss,meta_ads,BR,android,Samsung Galaxy S24,high,true,true
player_0403,inst_394320,2024-12-28T10:00:00.000Z,l2m_retarget_us,high_spender_lal,cinematic_trailer,unity_ads,US,ios,iPhone 13,mid,true,false
player_0404,inst_750405,2024-10-07T04:00:00.000Z,l2m_brand_global,new_installer_ret,gacha_reveal,influencer,TW,android,OPPO Find X7,low,false,true
player_0405,inst_754218,2024-10-15T01:00:00.000Z,l2m_retarget_us,high_spender_lal,cinematic_trailer,tiktok,TW,android,OnePlus 12,high,true,true
player_0406,inst_155875,2024-12-23T19:00:00.000Z,l2m_broad_sea,mmorpg_gamers,gacha_reveal,influencer,TW,ios,iPad Pro 12.9,mid,true,true
player_0407,inst_936538,2025-01-18T02:00:00.000Z,l2m_brand_global,new_installer_ret,guild_war_cg,meta_ads,JP,android,Xiaomi 14,mid,true,true
player_0408,inst_936526,2024-12-27T11:00:00.000Z,l2m_lookalike_jp,new_installer_ret,guild_war_cg,unity_ads,BR,android,OPPO Find X7,high,true,false
player_0409,inst_117597,2025-01-11T17:00:00.000Z,l2m_lookalike_jp,mmorpg_gamers,gacha_reveal,meta_ads,DE,ios,iPhone 13,low,true,true
player_0410,inst_968860,2024-12-04T03:00:00.000Z,l2m_broad_sea,broad_male_25_44,pvp_highlight,organic,RU,ios,iPhone 13,high,true,true
player_0411,inst_100474,2024-11-26T10:00:00.000Z,l2m_brand_global,mmorpg_gamers,guild_war_cg,tiktok,KR,android,Pixel 8,mid,false,true
player_0412,inst_147289,2024-10-07T18:00:00.000Z,l2m_launch_kr,high_spender_lal,gacha_reveal,unity_ads,KR,android,Xiaomi 14,low,true,true
player_0413,inst_805424,2024-12-01T02:00:00.000Z,l2m_broad_sea,rpg_interest,gacha_reveal,unity_ads,TW,ios,iPad Pro 12.9,high,true,true
player_0414,inst_455350,2024-12-01T07:00:00.000Z,l2m_brand_global,new_installer_ret,gacha_reveal,tiktok,RU,ios,iPad Pro 12.9,low,true,true
player_0415,inst_612090,2025-01-12T12:00:00.000Z,l2m_brand_global,rpg_interest,gacha_reveal,influencer,DE,ios,iPhone 13,mid,false,false
player_0416,inst_666156,2024-11-02T23:00:00.000Z,l2m_lookalike_jp,mmorpg_gamers,gameplay_boss,influencer,TW,ios,iPad Pro 12.9,low,true,false
player_0417,inst_581157,2024-10-27T13:00:00.000Z,l2m_broad_sea,new_installer_ret,gacha_reveal,organic,JP,ios,iPhone 15 Pro,low,true,true
player_0418,inst_182600,2025-01-30T22:00:00.000Z,l2m_lookalike_jp,new_installer_ret,pvp_highlight,tiktok,TW,android,OnePlus 12,mid,true,true
player_0419,inst_629887,2024-12-16T22:00:00.000Z,l2m_broad_sea,broad_male_25_44,cinematic_trailer,influencer,BR,ios,iPad Pro 12.9,low,false,true
player_0420,inst_188469,2024-12-03T11:00:00.000Z,l2m_launch_kr,new_installer_ret,gacha_reveal,tiktok,US,ios,iPhone 14,high,true,true
player_0421,inst_266355,2025-01-12T17:00:00.000Z,l2m_lookalike_jp,new_installer_ret,pvp_highlight,organic,US,android,OnePlus 12,high,true,false
player_0422,inst_614027,2024-10-25T22:00:00.000Z,l2m_retarget_us,broad_male_25_44,gacha_reveal,unity_ads,RU,ios,iPhone 14,high,true,true
player_0423,inst_240312,2025-01-17T06:00:00.000Z,l2m_retarget_us,rpg_interest,pvp_highlight,unity_ads,RU,ios,iPhone 14,high,true,true
player_0424,inst_598458,2024-12-18T03:00:00.000Z,l2m_broad_sea,broad_male_25_44,cinematic_trailer,tiktok,RU,ios,iPhone 14,mid,false,true
player_0425,inst_525159,2024-12-14T16:00:00.000Z,l2m_lookalike_jp,broad_male_25_44,gameplay_boss,tiktok,KR,ios,iPhone 13,high,false,true
player_0426,inst_474142,2024-11-23T02:00:00.000Z,l2m_brand_global,rpg_interest,guild_war_cg,google_uac,TW,ios,iPhone 15 Pro,low,true,true
player_0427,inst_497301,2024-10-30T22:00:00.000Z,l2m_broad_sea,broad_male_25_44,cinematic_trailer,tiktok,BR,android,OPPO Find X7,low,true,true
player_0428,inst_419684,2025-01-03T22:00:00.000Z,l2m_brand_global,rpg_interest,guild_war_cg,tiktok,US,android,Pixel 8,high,true,true
player_0429,inst_275637,2024-10-19T12:00:00.000Z,l2m_brand_global,rpg_interest,gacha_reveal,organic,DE,android,Pixel 8,low,true,true
player_0430,inst_906652,2024-11-20T22:00:00.000Z,l2m_video_tw,high_spender_lal,cinematic_trailer,tiktok,TW,ios,iPad Pro 12.9,mid,true,true
player_0431,inst_674323,2024-10-12T06:00:00.000Z,l2m_retarget_us,new_installer_ret,gameplay_boss,influencer,KR,android,OnePlus 12,high,true,true
player_0432,inst_232475,2024-11-07T12:00:00.000Z,l2m_brand_global,mmorpg_gamers,guild_war_cg,influencer,DE,android,OnePlus 12,low,true,true
player_0433,inst_219145,2024-11-03T01:00:00.000Z,l2m_brand_global,mmorpg_gamers,gameplay_boss,google_uac,BR,android,OPPO Find X7,high,true,true
player_0434,inst_899767,2024-11-06T19:00:00.000Z,l2m_retarget_us,broad_male_25_44,pvp_highlight,google_uac,RU,ios,iPhone 15 Pro,low,true,true
player_0435,inst_571820,2024-11-21T17:00:00.000Z,l2m_brand_global,high_spender_lal,gacha_reveal,organic,TH,ios,iPad Pro 12.9,mid,true,true
player_0436,inst_982220,2024-10-11T16:00:00.000Z,l2m_brand_global,mmorpg_gamers,gameplay_boss,unity_ads,JP,ios,iPhone 15 Pro,mid,true,true
player_0437,inst_272266,2025-01-15T08:00:00.000Z,l2m_brand_global,broad_male_25_44,pvp_highlight,influencer,BR,android,Pixel 8,low,true,false
player_0438,inst_947679,2025-01-11T13:00:00.000Z,l2m_brand_global,mmorpg_gamers,gameplay_boss,unity_ads,RU,android,Samsung Galaxy S24,high,true,true
player_0439,inst_340396,2024-11-01T20:00:00.000Z,l2m_retarget_us,high_spender_lal,pvp_highlight,meta_ads,US,android,OnePlus 12,low,false,true
player_0440,inst_328239,2024-10-15T02:00:00.000Z,l2m_retarget_us,high_spender_lal,guild_war_cg,organic,DE,android,OnePlus 12,mid,true,false
player_0441,inst_242322,2024-11-15T05:00:00.000Z,l2m_video_tw,high_spender_lal,gameplay_boss,google_uac,BR,ios,iPhone 14,mid,true,true
player_0442,inst_522742,2025-01-01T05:00:00.000Z,l2m_broad_sea,broad_male_25_44,cinematic_trailer,organic,US,ios,iPhone 14,mid,true,false
player_0443,inst_454838,2024-12-03T04:00:00.000Z,l2m_broad_sea,broad_male_25_44,pvp_highlight,meta_ads,RU,ios,iPhone 15 Pro,mid,true,false
player_0444,inst_316488,2025-01-04T23:00:00.000Z,l2m_video_tw,new_installer_ret,cinematic_trailer,unity_ads,TH,ios,iPhone 13,high,true,true
player_0445,inst_827849,2024-11-20T07:00:00.000Z,l2m_retarget_us,broad_male_25_44,guild_war_cg,influencer,KR,android,Pixel 8,high,true,true
player_0446,inst_476357,2024-12-19T14:00:00.000Z,l2m_retarget_us,broad_male_25_44,pvp_highlight,meta_ads,DE,ios,iPad Pro 12.9,low,true,true
player_0447,inst_589563,2025-01-14T12:00:00.000Z,l2m_retarget_us,rpg_interest,cinematic_trailer,meta_ads,BR,android,Pixel 8,mid,true,true
player_0448,inst_145024,2024-12-07T05:00:00.000Z,l2m_video_tw,new_installer_ret,cinematic_trailer,influencer,DE,ios,iPhone 13,high,false,false
player_0449,inst_232289,2024-10-22T10:00:00.000Z,l2m_broad_sea,new_installer_ret,gameplay_boss,unity_ads,BR,android,Samsung Galaxy S24,low,true,true
player_0450,inst_798962,2024-11-25T22:00:00.000Z,l2m_video_tw,mmorpg_gamers,gacha_reveal,unity_ads,TH,ios,iPad Pro 12.9,low,false,false
player_0451,inst_694430,2025-01-24T17:00:00.000Z,l2m_lookalike_jp,rpg_interest,gameplay_boss,tiktok,US,android,Pixel 8,low,true,true
player_0452,inst_451440,2025-01-29T00:00:00.000Z,l2m_brand_global,rpg_interest,gameplay_boss,tiktok,KR,android,Samsung Galaxy S24,mid,true,true
player_0453,inst_687609,2024-10-02T15:00:00.000Z,l2m_retarget_us,high_spender_lal,guild_war_cg,tiktok,KR,android,Xiaomi 14,low,false,true
player_0454,inst_937479,2024-10-31T12:00:00.000Z,l2m_broad_sea,mmorpg_gamers,cinematic_trailer,organic,US,ios,iPad Pro 12.9,mid,true,true
player_0455,inst_512513,2024-10-26T20:00:00.000Z,l2m_broad_sea,broad_male_25_44,gacha_reveal,tiktok,DE,ios,iPhone 14,low,true,true
player_0456,inst_527910,2024-12-05T12:00:00.000Z,l2m_brand_global,broad_male_25_44,guild_war_cg,meta_ads,TW,ios,iPhone 15 Pro,low,false,true
player_0457,inst_228414,2025-01-14T15:00:00.000Z,l2m_launch_kr,high_spender_lal,guild_war_cg,meta_ads,TW,android,Xiaomi 14,low,true,true
player_0458,inst_763738,2025-01-06T00:00:00.000Z,l2m_brand_global,rpg_interest,gameplay_boss,unity_ads,JP,android,Pixel 8,high,true,true
player_0459,inst_739799,2025-01-16T03:00:00.000Z,l2m_brand_global,mmorpg_gamers,cinematic_trailer,tiktok,TH,android,Pixel 8,high,true,true
player_0460,inst_257499,2024-11-23T12:00:00.000Z,l2m_retarget_us,rpg_interest,cinematic_trailer,organic,TW,ios,iPhone 15 Pro,high,true,true
player_0461,inst_489428,2025-01-13T16:00:00.000Z,l2m_broad_sea,broad_male_25_44,cinematic_trailer,tiktok,BR,android,Samsung Galaxy S24,high,true,true
player_0462,inst_116736,2024-12-23T17:00:00.000Z,l2m_lookalike_jp,broad_male_25_44,cinematic_trailer,google_uac,TW,ios,iPhone 14,low,true,false
player_0463,inst_507528,2025-01-02T01:00:00.000Z,l2m_broad_sea,mmorpg_gamers,gacha_reveal,tiktok,TW,ios,iPhone 14,low,true,true
player_0464,inst_516253,2024-10-12T23:00:00.000Z,l2m_retarget_us,mmorpg_gamers,gacha_reveal,meta_ads,TH,android,OnePlus 12,high,true,false
player_0465,inst_574751,2025-01-03T23:00:00.000Z,l2m_video_tw,new_installer_ret,pvp_highlight,tiktok,DE,android,OnePlus 12,mid,true,true
player_0466,inst_526796,2024-11-20T04:00:00.000Z,l2m_retarget_us,broad_male_25_44,cinematic_trailer,unity_ads,TH,android,OPPO Find X7,high,true,false
player_0467,inst_299524,2024-12-02T06:00:00.000Z,l2m_launch_kr,high_spender_lal,gameplay_boss,unity_ads,TH,ios,iPhone 15 Pro,high,true,true
player_0468,inst_335755,2024-11-17T20:00:00.000Z,l2m_lookalike_jp,mmorpg_gamers,gacha_reveal,meta_ads,DE,ios,iPad Pro 12.9,low,false,true
player_0469,inst_712446,2024-12-19T09:00:00.000Z,l2m_launch_kr,mmorpg_gamers,gameplay_boss,tiktok,BR,android,Pixel 8,low,false,true
player_0470,inst_520601,2025-01-01T16:00:00.000Z,l2m_lookalike_jp,rpg_interest,cinematic_trailer,unity_ads,TH,android,OPPO Find X7,high,true,true
player_0471,inst_163315,2024-11-13T09:00:00.000Z,l2m_broad_sea,high_spender_lal,pvp_highlight,organic,RU,android,Pixel 8,mid,true,false
player_0472,inst_956832,2024-10-05T03:00:00.000Z,l2m_brand_global,new_installer_ret,guild_war_cg,tiktok,BR,android,Samsung Galaxy S24,low,false,true
player_0473,inst_496167,2024-11-29T23:00:00.000Z,l2m_retarget_us,rpg_interest,guild_war_cg,organic,KR,android,OPPO Find X7,high,true,true
player_0474,inst_875498,2024-12-31T06:00:00.000Z,l2m_launch_kr,high_spender_lal,gacha_reveal,organic,KR,android,Xiaomi 14,mid,true,true
player_0475,inst_738714,2024-12-20T23:00:00.000Z,l2m_lookalike_jp,rpg_interest,cinematic_trailer,influencer,JP,ios,iPhone 15 Pro,low,true,true
player_0476,inst_515747,2024-11-04T21:00:00.000Z,l2m_brand_global,high_spender_lal,pvp_highlight,unity_ads,RU,android,Pixel 8,low,true,false
player_0477,inst_853216,2024-10-15T00:00:00.000Z,l2m_brand_global,high_spender_lal,gameplay_boss,organic,JP,android,Samsung Galaxy S24,high,true,false
player_0478,inst_910097,2025-01-23T00:00:00.000Z,l2m_launch_kr,mmorpg_gamers,pvp_highlight,influencer,JP,android,OnePlus 12,low,true,false
player_0479,inst_674103,2024-10-19T21:00:00.000Z,l2m_launch_kr,mmorpg_gamers,pvp_highlight,organic,RU,android,Samsung Galaxy S24,high,true,true
player_0480,inst_438085,2024-10-30T08:00:00.000Z,l2m_lookalike_jp,rpg_interest,gacha_reveal,influencer,US,android,Samsung Galaxy S24,mid,true,true
player_0481,inst_908897,2024-10-09T04:00:00.000Z,l2m_video_tw,rpg_interest,gacha_reveal,meta_ads,JP,ios,iPad Pro 12.9,low,true,true
player_0482,inst_518375,2024-11-23T23:00:00.000Z,l2m_brand_global,high_spender_lal,gacha_reveal,tiktok,US,ios,iPhone 14,low,true,true
player_0483,inst_432979,2025-01-14T13:00:00.000Z,l2m_retarget_us,high_spender_lal,guild_war_cg,meta_ads,TH,ios,iPad Pro 12.9,low,true,true
player_0484,inst_446401,2024-10-25T15:00:00.000Z,l2m_brand_global,mmorpg_gamers,cinematic_trailer,unity_ads,US,android,OnePlus 12,mid,true,true
player_0485,inst_576681,2024-10-05T12:00:00.000Z,l2m_video_tw,broad_male_25_44,guild_war_cg,organic,TW,ios,iPhone 14,high,true,false
player_0486,inst_864407,2024-10-06T15:00:00.000Z,l2m_brand_global,new_installer_ret,cinematic_trailer,meta_ads,KR,android,Xiaomi 14,mid,true,true
player_0487,inst_628826,2025-01-16T06:00:00.000Z,l2m_lookalike_jp,broad_male_25_44,gacha_reveal,influencer,BR,android,OnePlus 12,low,true,false
player_0488,inst_979874,2024-11-25T22:00:00.000Z,l2m_retarget_us,mmorpg_gamers,cinematic_trailer,meta_ads,TH,ios,iPhone 14,low,true,false
player_0489,inst_592961,2024-11-22T19:00:00.000Z,l2m_video_tw,broad_male_25_44,cinematic_trailer,unity_ads,US,android,Xiaomi 14,low,true,false
player_0490,inst_632907,2024-12-18T16:00:00.000Z,l2m_video_tw,broad_male_25_44,gacha_reveal,organic,RU,ios,iPad Pro 12.9,high,true,true
player_0491,inst_389755,2025-01-06T15:00:00.000Z,l2m_launch_kr,broad_male_25_44,gacha_reveal,google_uac,TW,ios,iPhone 15 Pro,mid,true,true
player_0492,inst_190527,2024-10-29T04:00:00.000Z,l2m_lookalike_jp,rpg_interest,pvp_highlight,organic,BR,ios,iPad Pro 12.9,high,true,true
player_0493,inst_861925,2024-11-20T10:00:00.000Z,l2m_lookalike_jp,high_spender_lal,gameplay_boss,meta_ads,TH,android,Xiaomi 14,mid,true,true
player_0494,inst_359291,2024-11-15T22:00:00.000Z,l2m_launch_kr,broad_male_25_44,pvp_highlight,organic,RU,android,Samsung Galaxy S24,low,true,true
player_0495,inst_543584,2025-01-02T04:00:00.000Z,l2m_video_tw,high_spender_lal,cinematic_trailer,unity_ads,BR,android,Samsung Galaxy S24,low,true,true
player_0496,inst_154637,2024-12-16T06:00:00.000Z,l2m_retarget_us,rpg_interest,guild_war_cg,tiktok,KR,android,Samsung Galaxy S24,high,false,true
player_0497,inst_424480,2024-12-17T00:00:00.000Z,l2m_broad_sea,broad_male_25_44,cinematic_trailer,influencer,TW,ios,iPad Pro 12.9,mid,false,true
player_0498,inst_935690,2024-11-05T17:00:00.000Z,l2m_launch_kr,high_spender_lal,cinematic_trailer,tiktok,JP,android,Pixel 8,low,true,true
player_0499,inst_614907,2024-12-08T05:00:00.000Z,l2m_lookalike_jp,mmorpg_gamers,gameplay_boss,unity_ads,BR,android,Pixel 8,mid,true,true
player_0500,inst_602470,2024-10-23T04:00:00.000Z,l2m_broad_sea,broad_male_25_44,guild_war_cg,unity_ads,BR,ios,iPhone 13,mid,true,true
player_0501,inst_666765,2024-11-28T23:00:00.000Z,l2m_launch_kr,rpg_interest,pvp_highlight,unity_ads,US,android,Xiaomi 14,low,true,true
player_0502,inst_818884,2024-12-12T17:00:00.000Z,l2m_video_tw,mmorpg_gamers,cinematic_trailer,meta_ads,TW,ios,iPhone 14,high,false,true
player_0503,inst_622340,2024-12-28T16:00:00.000Z,l2m_broad_sea,new_installer_ret,pvp_highlight,tiktok,TH,ios,iPhone 13,low,true,true
player_0504,inst_117950,2024-10-18T10:00:00.000Z,l2m_retarget_us,mmorpg_gamers,gameplay_boss,google_uac,BR,ios,iPhone 14,mid,true,true
player_0505,inst_338017,2025-01-09T22:00:00.000Z,l2m_brand_global,high_spender_lal,pvp_highlight,organic,KR,android,OnePlus 12,mid,true,true
player_0506,inst_311814,2024-12-14T04:00:00.000Z,l2m_lookalike_jp,rpg_interest,cinematic_trailer,tiktok,DE,android,Xiaomi 14,high,true,true
player_0507,inst_378812,2025-01-02T15:00:00.000Z,l2m_video_tw,new_installer_ret,guild_war_cg,influencer,TW,ios,iPad Pro 12.9,high,true,true
player_0508,inst_505541,2024-11-08T03:00:00.000Z,l2m_retarget_us,rpg_interest,guild_war_cg,google_uac,KR,android,Xiaomi 14,low,true,true
player_0509,inst_474149,2024-11-08T08:00:00.000Z,l2m_launch_kr,new_installer_ret,gameplay_boss,meta_ads,DE,ios,iPhone 13,mid,true,true
player_0510,inst_944420,2024-12-04T18:00:00.000Z,l2m_launch_kr,high_spender_lal,cinematic_trailer,tiktok,TH,ios,iPad Pro 12.9,mid,true,false
player_0511,inst_616501,2024-10-27T16:00:00.000Z,l2m_broad_sea,broad_male_25_44,gacha_reveal,google_uac,TW,ios,iPad Pro 12.9,mid,true,true
player_0512,inst_249851,2025-01-01T10:00:00.000Z,l2m_broad_sea,rpg_interest,cinematic_trailer,influencer,RU,android,OnePlus 12,mid,true,false
player_0513,inst_416941,2025-01-12T20:00:00.000Z,l2m_video_tw,broad_male_25_44,gameplay_boss,meta_ads,KR,ios,iPad Pro 12.9,mid,true,true
player_0514,inst_222150,2024-12-06T08:00:00.000Z,l2m_launch_kr,rpg_interest,gacha_reveal,meta_ads,KR,android,OnePlus 12,high,true,true
player_0515,inst_163503,2024-12-17T00:00:00.000Z,l2m_brand_global,mmorpg_gamers,gacha_reveal,google_uac,RU,android,OnePlus 12,high,true,true
player_0516,inst_722867,2024-10-17T19:00:00.000Z,l2m_video_tw,mmorpg_gamers,gacha_reveal,unity_ads,BR,ios,iPhone 15 Pro,low,true,true
player_0517,inst_752182,2025-01-09T10:00:00.000Z,l2m_launch_kr,high_spender_lal,pvp_highlight,organic,TW,ios,iPad Pro 12.9,high,true,true
player_0518,inst_931479,2025-01-05T00:00:00.000Z,l2m_broad_sea,new_installer_ret,gacha_reveal,influencer,BR,android,OnePlus 12,high,true,true
player_0519,inst_468732,2025-01-11T01:00:00.000Z,l2m_brand_global,mmorpg_gamers,gameplay_boss,meta_ads,RU,android,Pixel 8,low,true,true
player_0520,inst_623597,2024-11-22T19:00:00.000Z,l2m_brand_global,broad_male_25_44,guild_war_cg,meta_ads,JP,ios,iPhone 13,low,true,true
player_0521,inst_956420,2024-12-29T11:00:00.000Z,l2m_retarget_us,mmorpg_gamers,cinematic_trailer,unity_ads,TH,ios,iPhone 15 Pro,mid,true,true
player_0522,inst_417354,2024-10-17T12:00:00.000Z,l2m_broad_sea,broad_male_25_44,gacha_reveal,unity_ads,US,ios,iPad Pro 12.9,high,true,true
player_0523,inst_204214,2025-01-08T07:00:00.000Z,l2m_launch_kr,new_installer_ret,cinematic_trailer,google_uac,JP,android,Xiaomi 14,high,true,true
player_0524,inst_720042,2025-01-24T00:00:00.000Z,l2m_brand_global,broad_male_25_44,gacha_reveal,influencer,TH,ios,iPhone 15 Pro,high,true,true
player_0525,inst_498074,2024-10-05T11:00:00.000Z,l2m_video_tw,high_spender_lal,pvp_highlight,google_uac,JP,android,Xiaomi 14,mid,false,true
player_0526,inst_475637,2024-10-10T03:00:00.000Z,l2m_video_tw,new_installer_ret,cinematic_trailer,google_uac,KR,android,Xiaomi 14,low,true,true
player_0527,inst_695405,2025-01-11T15:00:00.000Z,l2m_brand_global,high_spender_lal,pvp_highlight,google_uac,JP,android,Samsung Galaxy S24,mid,true,true
player_0528,inst_964116,2024-11-26T20:00:00.000Z,l2m_brand_global,rpg_interest,gameplay_boss,influencer,KR,android,OPPO Find X7,low,true,true
player_0529,inst_467272,2024-10-18T19:00:00.000Z,l2m_lookalike_jp,mmorpg_gamers,gameplay_boss,google_uac,DE,android,OnePlus 12,mid,true,true
player_0530,inst_425763,2024-11-01T03:00:00.000Z,l2m_broad_sea,rpg_interest,guild_war_cg,influencer,RU,ios,iPhone 15 Pro,low,true,false
player_0531,inst_902949,2024-11-10T07:00:00.000Z,l2m_lookalike_jp,high_spender_lal,cinematic_trailer,organic,KR,android,OnePlus 12,low,true,false
player_0532,inst_721958,2024-12-30T22:00:00.000Z,l2m_video_tw,rpg_interest,gacha_reveal,google_uac,TH,android,OnePlus 12,mid,true,true
player_0533,inst_302930,2024-11-20T08:00:00.000Z,l2m_lookalike_jp,rpg_interest,gameplay_boss,influencer,KR,android,Samsung Galaxy S24,high,true,false
player_0534,inst_622621,2025-01-22T23:00:00.000Z,l2m_lookalike_jp,high_spender_lal,cinematic_trailer,unity_ads,TW,android,OnePlus 12,mid,true,true
player_0535,inst_298443,2024-12-30T19:00:00.000Z,l2m_video_tw,new_installer_ret,guild_war_cg,tiktok,KR,android,OPPO Find X7,high,true,true
player_0536,inst_565144,2025-01-18T01:00:00.000Z,l2m_retarget_us,new_installer_ret,gameplay_boss,influencer,DE,ios,iPhone 13,mid,true,false
player_0537,inst_158430,2025-01-12T19:00:00.000Z,l2m_launch_kr,broad_male_25_44,gameplay_boss,google_uac,JP,android,Samsung Galaxy S24,low,true,false
player_0538,inst_248833,2024-12-09T00:00:00.000Z,l2m_broad_sea,new_installer_ret,gameplay_boss,influencer,US,android,OPPO Find X7,high,true,true
player_0539,inst_246255,2024-11-15T22:00:00.000Z,l2m_retarget_us,high_spender_lal,pvp_highlight,tiktok,RU,android,Pixel 8,mid,true,false
player_0540,inst_225160,2025-01-07T23:00:00.000Z,l2m_retarget_us,high_spender_lal,guild_war_cg,meta_ads,KR,ios,iPhone 13,mid,true,true
player_0541,inst_833994,2024-10-01T09:00:00.000Z,l2m_brand_global,mmorpg_gamers,gameplay_boss,influencer,RU,ios,iPhone 13,low,true,true
player_0542,inst_758067,2024-12-22T08:00:00.000Z,l2m_launch_kr,new_installer_ret,guild_war_cg,organic,TH,android,Pixel 8,mid,true,true
player_0543,inst_864495,2024-11-11T23:00:00.000Z,l2m_lookalike_jp,high_spender_lal,cinematic_trailer,google_uac,TW,ios,iPhone 14,mid,true,true
player_0544,inst_310810,2025-01-27T13:00:00.000Z,l2m_video_tw,new_installer_ret,gameplay_boss,organic,US,ios,iPhone 13,high,true,true
player_0545,inst_380155,2025-01-22T08:00:00.000Z,l2m_video_tw,rpg_interest,gameplay_boss,organic,DE,ios,iPhone 14,mid,true,true
player_0546,inst_619111,2024-10-21T17:00:00.000Z,l2m_launch_kr,high_spender_lal,guild_war_cg,tiktok,RU,ios,iPhone 14,mid,true,false
player_0547,inst_569016,2024-12-26T02:00:00.000Z,l2m_lookalike_jp,high_spender_lal,cinematic_trailer,influencer,KR,android,OnePlus 12,high,true,true
player_0548,inst_763507,2024-11-22T11:00:00.000Z,l2m_lookalike_jp,new_installer_ret,gameplay_boss,meta_ads,US,android,Pixel 8,mid,true,true
player_0549,inst_675180,2024-11-18T10:00:00.000Z,l2m_retarget_us,new_installer_ret,pvp_highlight,unity_ads,BR,ios,iPhone 15 Pro,high,true,true
player_0550,inst_373098,2024-10-13T15:00:00.000Z,l2m_brand_global,new_installer_ret,gacha_reveal,google_uac,RU,android,Xiaomi 14,high,true,true
player_0551,inst_829831,2024-10-20T16:00:00.000Z,l2m_retarget_us,broad_male_25_44,pvp_highlight,influencer,DE,ios,iPhone 15 Pro,high,true,true
player_0552,inst_174550,2024-11-04T18:00:00.000Z,l2m_retarget_us,rpg_interest,pvp_highlight,meta_ads,TH,android,Samsung Galaxy S24,low,true,true
player_0553,inst_279358,2025-01-07T07:00:00.000Z,l2m_broad_sea,rpg_interest,cinematic_trailer,meta_ads,US,ios,iPhone 14,low,true,true
player_0554,inst_989479,2024-12-03T05:00:00.000Z,l2m_lookalike_jp,rpg_interest,gameplay_boss,tiktok,JP,ios,iPad Pro 12.9,low,false,false
player_0555,inst_359648,2024-10-12T05:00:00.000Z,l2m_video_tw,mmorpg_gamers,guild_war_cg,google_uac,DE,ios,iPad Pro 12.9,mid,false,true
player_0556,inst_903966,2024-10-16T11:00:00.000Z,l2m_lookalike_jp,high_spender_lal,gameplay_boss,tiktok,KR,ios,iPhone 13,high,true,true
player_0557,inst_965048,2024-12-27T04:00:00.000Z,l2m_retarget_us,rpg_interest,cinematic_trailer,organic,KR,ios,iPhone 13,mid,false,true
player_0558,inst_501943,2024-11-20T21:00:00.000Z,l2m_launch_kr,new_installer_ret,gameplay_boss,unity_ads,RU,android,Pixel 8,low,true,true
player_0559,inst_659579,2024-10-28T02:00:00.000Z,l2m_brand_global,high_spender_lal,guild_war_cg,influencer,BR,android,OnePlus 12,high,true,true
player_0560,inst_436111,2025-01-27T01:00:00.000Z,l2m_video_tw,rpg_interest,gameplay_boss,tiktok,KR,ios,iPhone 13,low,true,false
player_0561,inst_639866,2024-11-06T15:00:00.000Z,l2m_video_tw,mmorpg_gamers,pvp_highlight,meta_ads,RU,ios,iPhone 15 Pro,mid,true,true
player_0562,inst_107896,2024-12-26T02:00:00.000Z,l2m_broad_sea,high_spender_lal,pvp_highlight,meta_ads,RU,android,Pixel 8,high,false,true
player_0563,inst_905595,2024-12-10T05:00:00.000Z,l2m_launch_kr,broad_male_25_44,guild_war_cg,organic,US,ios,iPhone 13,high,false,false
player_0564,inst_830440,2024-11-14T15:00:00.000Z,l2m_lookalike_jp,high_spender_lal,gacha_reveal,unity_ads,RU,ios,iPhone 14,mid,true,true
player_0565,inst_571604,2025-01-17T21:00:00.000Z,l2m_brand_global,rpg_interest,cinematic_trailer,google_uac,BR,android,OPPO Find X7,low,true,false
player_0566,inst_473466,2024-11-11T19:00:00.000Z,l2m_retarget_us,high_spender_lal,guild_war_cg,influencer,KR,android,OPPO Find X7,high,true,true
player_0567,inst_127284,2024-12-19T06:00:00.000Z,l2m_lookalike_jp,mmorpg_gamers,pvp_highlight,tiktok,KR,android,Pixel 8,high,true,true
player_0568,inst_819515,2024-10-08T08:00:00.000Z,l2m_lookalike_jp,mmorpg_gamers,guild_war_cg,unity_ads,KR,ios,iPhone 14,mid,true,false
player_0569,inst_932009,2024-12-01T20:00:00.000Z,l2m_retarget_us,rpg_interest,gameplay_boss,unity_ads,DE,ios,iPhone 13,high,true,false
player_0570,inst_447490,2025-01-25T17:00:00.000Z,l2m_retarget_us,mmorpg_gamers,pvp_highlight,influencer,TW,android,OnePlus 12,low,true,false
player_0571,inst_632136,2024-11-15T22:00:00.000Z,l2m_broad_sea,new_installer_ret,gacha_reveal,influencer,US,ios,iPhone 15 Pro,mid,false,true
player_0572,inst_399647,2024-12-15T10:00:00.000Z,l2m_video_tw,mmorpg_gamers,pvp_highlight,meta_ads,BR,ios,iPhone 15 Pro,low,true,false
player_0573,inst_467515,2025-01-25T17:00:00.000Z,l2m_launch_kr,mmorpg_gamers,gacha_reveal,unity_ads,DE,ios,iPhone 13,high,true,true
