game_user_id,install_date,ua_cost,ltv_d3,ltv_d7,ltv_d30,ltv_d90,is_payer_by_d3,is_payer_by_d7,is_payer_by_d30,is_payer_by_d90,profit_d90,late_monetizer_flag,false_early_payer_flag,active_days_w7d,sessions_cnt_w7d,max_level_w7d
player_00279,2024-10-16,9.96,18.65,64.94,73.96,164.86,1,1,1,1,154.9,0,0,2,5,17
player_00280,2025-01-02,0,0,91.39,91.39,185.32,0,1,1,1,185.32,0,0,4,4,9
player_00281,2025-01-03,9.25,0,0,0,0,0,0,0,0,-9.25,0,0,5,10,22
player_00282,2025-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
player_00283,2024-11-30,8.2,0,0,0,0,0,0,0,0,-8.2,0,0,4,8,19
player_00284,2024-11-24,1.78,0,0,0,0,0,0,0,0,-1.78,0,0,3,4,7
player_00285,2024-10-06,10.03,0,0,0,0,0,0,0,0,-10.03,0,0,3,6,20
player_00286,2024-10-03,8.93,0,0,0,0,0,0,0,0,-8.93,0,0,3,3,11
player_00287,2024-10-21,3.97,25.44,145.16,186.4,252.2,1,1,1,1,248.23,0,0,6,13,66
player_00288,2024-12-15,5.99,0,0,0,0,0,0,0,0,-5.99,0,0,2,2,14
player_00289,2024-11-08,11.98,5.04,41.45,46.18,106.09,1,1,1,1,94.11,0,0,2,2,19
player_00290,2024-10-13,4.57,26.81,56.31,123.97,159.01,1,1,1,1,154.44,0,0,2,4,24
player_00291,2024-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
player_00292,2025-01-19,2.27,8.7,107.81,143.03,215.11,1,1,1,1,212.84,0,0,4,11,29
player_00293,2025-01-03,8,0,0,0,0,0,0,0,0,-8,0,0,4,8,44
player_00294,2024-12-30,8.15,0,0,0,0,0,0,0,0,-8.15,0,0,5,10,31
player_00295,2024-11-01,2.27,5.16,6.15,78.73,89.91,1,1,1,1,87.64,0,0,1,1,8
player_00296,2024-10-30,8.05,11.65,49.54,61.52,81.27,1,1,1,1,73.22,0,0,5,10,37
player_00297,2024-11-26,4.38,17.75,35.93,82.28,95.36,1,1,1,1,90.98,0,0,2,4,13
player_00298,2024-12-13,7.08,1.87,6.56,7.55,60,1,1,1,1,52.92,0,0,1,1,10
player_00299,2024-10-12,9.03,52.43,147.65,197.65,206.6,1,1,1,1,197.57,0,0,0,0,10
player_00300,2024-12-12,7.67,21.47,53.65,86,118.95,1,1,1,1,111.28,0,0,6,14,65
player_00301,2024-10-03,8.22,9.5,72.7,303.49,314.18,1,1,1,1,305.96,0,0,7,15,33
player_00302,2024-12-11,5.87,0,0,0,0,0,0,0,0,-5.87,0,0,4,8,43
player_00303,2024-10-13,2.12,0,0,0,0,0,0,0,0,-2.12,0,0,2,2,9
player_00304,2024-11-21,8.64,1.91,16.07,34.36,137.75,1,1,1,1,129.11,0,0,1,2,26
player_00305,2024-11-26,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17
player_00306,2024-12-08,6.65,26.3,221.67,305.56,324.49,1,1,1,1,317.84,0,0,6,12,65
player_00307,2024-10-03,0,15.14,153.61,186.62,312.61,1,1,1,1,312.61,0,0,4,8,48
player_00308,2024-12-12,7.67,0,0,0,0,0,0,0,0,-7.67,0,0,3,3,10
player_00309,2025-01-30,5.09,0,0,0,0,0,0,0,0,-5.09,0,0,6,12,28
player_00310,2025-01-06,5.17,19.23,29.67,55.79,185.89,1,1,1,1,180.72,0,0,5,10,37
player_00311,2024-11-24,7.84,30.96,155.19,167.64,194.53,1,1,1,1,186.69,0,0,5,12,34
player_00312,2025-01-30,3.01,0,0,0,0,0,0,0,0,-3.01,0,0,0,0,5
player_00313,2024-10-05,8.62,10.04,20.46,121.54,181.15,1,1,1,1,172.53,0,0,3,3,17
player_00314,2024-12-25,7.71,2.7,7.04,21.9,51.06,1,1,1,1,43.35,0,0,2,5,11
player_00315,2024-10-25,7.31,0,0,0,0,0,0,0,0,-7.31,0,0,1,2,12
player_00316,2024-11-24,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3
player_00317,2024-11-27,11.9,0.99,14.15,23.1,36.45,1,1,1,1,24.55,0,0,6,14,26
player_00318,2024-11-28,7.81,0,0,0,0,0,0,0,0,-7.81,0,0,5,10,43
player_00319,2024-11-06,9.12,0,0,0,0,0,0,0,0,-9.12,0,0,1,2,17
player_00320,2024-12-21,4.05,10.31,61.72,113.47,271.49,1,1,1,1,267.44,0,0,3,6,46
player_00321,2024-10-11,6.95,0,0,360.85,494.77,0,0,1,1,487.82,1,0,7,14,53
player_00322,2024-12-28,7.02,0,0,0,0,0,0,0,0,-7.02,0,0,7,15,34
player_00323,2024-12-29,6.27,105.64,161.66,172.53,183.74,1,1,1,1,177.47,0,0,3,6,28
player_00324,2024-12-03,0,0,96.7,194.93,303.21,0,1,1,1,303.21,0,0,5,10,27
player_00325,2024-11-02,9.61,4.97,4.97,26.25,103.58,1,1,1,1,93.97,0,0,5,10,18
player_00326,2025-01-04,3.77,0,0,0,0,0,0,0,0,-3.77,0,0,5,11,43
player_00327,2024-11-14,5.63,0,0,0,0,0,0,0,0,-5.63,0,0,3,3,17
player_00328,2024-10-23,10.72,8.07,24.87,199.19,335.43,1,1,1,1,324.71,0,0,1,2,26
player_00329,2025-01-11,0,7.44,24.87,34.52,135.56,1,1,1,1,135.56,0,0,1,1,9
player_00330,2024-11-22,6.19,0,0,0,0,0,0,0,0,-6.19,0,0,1,2,13
player_00331,2024-12-07,4.8,53.36,114.44,223.99,240.05,1,1,1,1,235.25,0,0,5,10,30
player_00332,2024-11-22,6.19,19.76,63.68,73.8,83.15,1,1,1,1,76.96,0,0,1,1,7
player_00333,2024-12-29,3.08,0,0,0,0,0,0,0,0,-3.08,0,0,2,2,9
player_00334,2024-10-24,9.36,0,0,62.83,86.98,0,0,1,1,77.62,1,0,1,2,36
player_00335,2024-10-23,0,0,0,0,0,0,0,0,0,0,0,0,2,5,22
player_00336,2024-12-21,10.2,0,0,0,0,0,0,0,0,-10.2,0,0,3,6,10
player_00337,2024-11-10,7.87,0,0,25.37,60.11,0,0,1,1,52.24,1,0,5,10,22
player_00338,2024-10-19,4.32,0,0,0,0,0,0,0,0,-4.32,0,0,1,1,7
player_00339,2025-01-21,2,76.5,122.02,151,328.55,1,1,1,1,326.55,0,0,5,12,26
player_00340,2024-12-21,5.02,0,0,0,0,0,0,0,0,-5.02,0,0,1,1,3
player_00341,2024-10-30,2.67,0,0,0,0,0,0,0,0,-2.67,0,0,1,1,8
player_00342,2024-10-08,10.08,0,0,0,0,0,0,0,0,-10.08,0,0,5,11,20
player_00343,2024-12-26,7.21,0,0,0,0,0,0,0,0,-7.21,0,0,6,12,25
player_00344,2025-01-09,5.59,0,0,0,0,0,0,0,0,-5.59,0,0,2,4,18
player_00345,2024-11-12,0,0.99,11.74,16.52,29.48,1,1,1,1,29.48,0,0,0,0,21
player_00346,2024-12-31,8.71,14.16,38.24,53.27,98.49,1,1,1,1,89.78,0,0,6,13,29
player_00347,2025-01-08,7.31,0.99,104.78,124.48,144.32,1,1,1,1,137.01,0,0,5,10,41
player_00348,2024-11-28,6.89,11.56,79.04,161.42,267.21,1,1,1,1,260.32,0,0,5,10,39
player_00349,2024-12-26,9.79,0,0,0,0,0,0,0,0,-9.79,0,0,2,2,20
player_00350,2025-01-22,7.22,0,0,0,0,0,0,0,0,-7.22,0,0,0,0,8
player_00351,2024-12-15,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11
player_00352,2024-11-26,4.38,100.75,117.37,177.54,202,1,1,1,1,197.62,0,0,6,15,16
player_00353,2024-11-01,8.26,0,0,0,0,0,0,0,0,-8.26,0,0,4,9,26
player_00354,2024-10-06,2.25,10.16,112.71,117.14,140.56,1,1,1,1,138.31,0,0,5,10,38
player_00355,2024-10-21,6.14,0,0,0,0,0,0,0,0,-6.14,0,0,4,8,9
player_00356,2024-11-23,12.39,0,0,0,0,0,0,0,0,-12.39,0,0,3,6,29
player_00357,2024-12-28,3.15,2.92,26.92,31.36,100.39,1,1,1,1,97.24,0,0,2,4,8
player_00358,2024-11-19,5.35,0,0,0,0,0,0,0,0,-5.35,0,0,0,0,14
player_00359,2024-11-18,1.87,0,0,0,0,0,0,0,0,-1.87,0,0,0,0,15
player_00360,2024-11-18,2.08,0,0,0,0,0,0,0,0,-2.08,0,0,0,0,6
player_00361,2025-01-30,7.84,9.26,57.79,69.18,148.87,1,1,1,1,141.03,0,0,4,8,33
player_00362,2024-11-23,10.28,0,0,0,0,0,0,0,0,-10.28,0,0,1,2,17
player_00363,2024-11-05,6.26,0,0,0,0,0,0,0,0,-6.26,0,0,3,7,19
player_00364,2025-01-29,6.56,0,0,0,0,0,0,0,0,-6.56,0,0,0,0,10
player_00365,2025-01-15,0,0,0,0,0,0,0,0,0,0,0,0,7,14,22
player_00366,2025-01-21,6.83,0,0,0,0,0,0,0,0,-6.83,0,0,3,8,17
player_00367,2024-12-03,7.43,18.96,41.07,50.27,60.48,1,1,1,1,53.05,0,0,1,1,18
player_00368,2024-10-06,2.25,16.44,27.55,159.11,353.88,1,1,1,1,351.63,0,0,6,14,48
player_00369,2024-11-28,4.27,2.79,11.4,64.28,77.95,1,1,1,1,73.68,0,0,1,2,27
player_00370,2024-11-25,10.43,5.44,32.94,170.54,187.38,1,1,1,1,176.95,0,0,6,13,23
player_00371,2024-11-20,5.46,0,0,0,0,0,0,0,0,-5.46,0,0,3,4,2
player_00372,2024-10-08,10.08,0,0,0,0,0,0,0,0,-10.08,0,0,2,4,44
player_00373,2025-01-03,9.25,6.64,36.69,150.32,207.61,1,1,1,1,198.36,0,0,1,1,5
player_00374,2024-12-13,9.74,20.49,71.66,80.59,114.18,1,1,1,1,104.44,0,0,3,6,19
player_00375,2024-10-02,2.29,0,0,0,0,0,0,0,0,-2.29,0,0,4,8,20
player_00376,2024-10-11,8.76,0,0,0,0,0,0,0,0,-8.76,0,0,2,4,11
player_00377,2024-11-14,8.39,0,0,0,0,0,0,0,0,-8.39,0,0,6,12,31
player_00378,2024-10-11,8.17,0,0,0,0,0,0,0,0,-8.17,0,0,1,1,2
player_00379,2024-12-05,5.47,0,0,0,0,0,0,0,0,-5.47,0,0,2,2,17
player_00380,2024-10-28,3.98,5.73,66.05,80.14,229.42,1,1,1,1,225.44,0,0,3,8,32
player_00381,2024-11-19,5.35,0,0,0,0,0,0,0,0,-5.35,0,0,0,0,9
player_00382,2025-01-25,3.22,119.57,130.37,186.79,246.91,1,1,1,1,243.69,0,0,6,13,35
player_00383,2024-12-30,7.84,0,0,0,0,0,0,0,0,-7.84,0,0,3,4,13
player_00384,2025-01-28,10.16,0,0,0,0,0,0,0,0,-10.16,0,0,1,3,14
player_00385,2024-10-14,6.36,0,0,0,0,0,0,0,0,-6.36,0,0,5,10,15
player_00386,2024-11-21,3.41,0,0,0,0,0,0,0,0,-3.41,0,0,3,4,7
player_00387,2024-11-01,6.96,0,0,0,0,0,0,0,0,-6.96,0,0,2,4,17
player_00388,2024-12-12,1.45,0,0,0,0,0,0,0,0,-1.45,1,0,4,9,22
player_00389,2024-11-17,1.35,0,0,0,0,0,0,0,0,-1.35,0,0,0,0,3
player_00390,2024-11-16,6.56,53.53,101.36,161.4,171.97,1,1,1,1,165.41,0,0,4,8,38
player_00391,2025-01-03,9.01,0,0,0,0,0,0,0,0,-9.01,0,0,4,9,18
player_00392,2024-12-05,2.96,132.22,277.96,414.77,482.92,1,1,1,1,479.96,0,0,4,8,25
player_00393,2024-12-13,8.88,0,0,0,0,0,0,0,0,-8.88,0,0,2,2,8
player_00394,2025-01-16,8.97,0,0,0,0,0,0,0,0,-8.97,0,0,0,0,7
player_00395,2025-01-17,2.51,92.48,92.48,109.63,114.04,1,1,1,1,111.53,0,0,1,2,11
player_00396,2025-01-29,2.52,2.88,56.5,65.55,106.08,1,1,1,1,103.56,0,0,5,11,25
player_00397,2024-12-16,4.49,25.05,237.09,243.65,373.29,1,1,1,1,368.8,0,0,5,10,42
player_00398,2025-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
player_00399,2024-11-02,7.23,0,0,0,0,0,0,0,0,-7.23,0,0,2,2,9
player_00400,2024-12-31,9.54,4.32,4.32,135.65,253.35,1,1,1,1,243.81,0,0,7,14,41
player_00401,2024-11-12,0,0,0,16.22,167.16,0,0,1,1,167.16,1,0,3,6,27
player_00402,2024-10-12,3.6,0,0,0,0,0,0,0,0,-3.6,0,0,6,13,42
player_00403,2024-11-16,4.77,5.18,61.3,71.54,98.05,1,1,1,1,93.28,0,0,4,10,26
player_00404,2024-10-05,3,0,0,0,0,0,0,0,0,-3,0,0,0,0,4
player_00405,2024-10-13,0,77.49,118.89,202.69,219.18,1,1,1,1,219.18,0,0,2,4,15
player_00406,2024-11-02,9.61,0,0,0,0,0,0,0,0,-9.61,0,0,0,0,8
player_00407,2024-10-15,7.99,0,0,0,0,0,0,0,0,-7.99,0,0,3,6,19
player_00408,2025-01-07,0,4.45,30.38,35.18,65.46,1,1,1,1,65.46,0,0,3,3,9
player_00409,2024-11-13,0,5.48,152.64,169.52,267.32,1,1,1,1,267.32,0,0,7,14,68
player_00410,2024-10-20,9.49,10.86,75.59,94.78,127.8,1,1,1,1,118.31,0,0,3,6,39
player_00411,2024-10-26,7.06,3.2,13.85,117.78,185.72,1,1,1,1,178.66,0,0,1,1,8
player_00412,2024-12-16,2.39,0,0,0,0,0,0,0,0,-2.39,0,0,0,0,7
player_00413,2024-11-07,4.09,15.55,20.62,78.76,136.46,1,1,1,1,132.37,0,0,5,11,40
player_00414,2025-01-07,3.81,0,0,0,0,0,0,0,0,-3.81,0,0,3,7,26
player_00415,2024-12-05,7.99,65.64,92.11,125.69,169.06,1,1,1,1,161.07,0,0,4,8,15
player_00416,2024-10-02,11.23,0,0,0,0,0,0,0,0,-11.23,0,0,2,5,8
player_00417,2024-10-29,0,0,0,0,0,0,0,0,0,0,0,0,2,4,27
player_00418,2024-11-07,0,4.61,15.14,41.5,81.48,1,1,1,1,81.48,0,0,3,6,14
player_00419,2024-11-30,1.64,0,0,0,0,0,0,0,0,-1.64,0,0,2,4,18
player_00420,2025-01-18,10.27,0,0,0,0,0,0,0,0,-10.27,0,0,1,1,6
player_00421,2024-12-01,1.44,0,0,0,0,0,0,0,0,-1.44,0,0,0,0,2
player_00422,2024-11-21,6.9,0,0,0,0,0,0,0,0,-6.9,0,0,2,3,9
player_00423,2024-12-29,3.64,24,57.35,128.41,270.82,1,1,1,1,267.18,0,0,4,8,20
player_00424,2025-01-03,9.25,0,0,0,0,0,0,0,0,-9.25,0,0,1,1,14
player_00425,2025-01-16,9.07,0,0,0,0,0,0,0,0,-9.07,0,0,4,9,10
player_00426,2025-01-25,4.1,0,0,0,0,0,0,0,0,-4.1,0,0,5,11,28
player_00427,2024-11-17,10.01,14.31,40.52,202.94,243.74,1,1,1,1,233.73,0,0,7,14,58
player_00428,2024-11-01,3.74,2,12.32,64.39,83.86,1,1,1,1,80.12,0,0,0,0,7
player_00429,2025-01-04,2.28,6.59,107.04,185.87,245.25,1,1,1,1,242.97,0,0,5,10,30
player_00430,2024-11-04,5.94,0,0,0,0,0,0,0,0,-5.94,0,0,4,4,13
player_00431,2025-01-02,6.38,0,0,0,0,0,0,0,0,-6.38,0,0,3,6,19
player_00432,2024-11-10,0,49.62,119.55,124.48,222.12,1,1,1,1,222.12,0,0,2,2,7
player_00433,2024-11-29,1.37,0,0,0,0,0,0,0,0,-1.37,0,0,1,1,9
player_00434,2024-11-06,2.41,10.75,141.16,195.07,215.4,1,1,1,1,212.99,0,0,2,2,26
player_00435,2025-01-02,4.11,0,0,0,0,0,0,0,0,-4.11,0,0,5,10,23
player_00436,2024-11-11,2.26,0,0,0,0,0,0,0,0,-2.26,0,0,1,1,7
player_00437,2024-12-30,5,56.01,142.17,212.14,435.86,1,1,1,1,430.86,0,0,6,13,65
player_00438,2024-11-27,1.81,1.14,143.23,198.68,399.59,1,1,1,1,397.78,0,0,6,13,22
player_00439,2024-10-03,1.77,9.52,67.81,198.03,254.85,1,1,1,1,253.08,0,0,7,15,43
player_00440,2024-12-20,4.36,0.99,20.45,49.86,147.37,1,1,1,1,143.01,0,0,1,3,12
player_00441,2024-10-31,6.81,0,0,0,0,0,0,0,0,-6.81,0,0,4,8,42
player_00442,2024-12-29,6.54,0,0,0,0,0,0,0,0,-6.54,0,0,5,6,14
player_00443,2024-10-02,9.87,0,0,0,0,0,0,0,0,-9.87,0,0,6,14,34
player_00444,2025-01-20,9.07,0,0,0,0,0,0,0,0,-9.07,0,0,2,2,16
player_00445,2024-12-02,8.41,4.24,73.83,218.61,295.52,1,1,1,1,287.11,0,0,2,4,23
player_00446,2024-12-16,6.2,0,0,0,0,0,0,0,0,-6.2,0,0,0,0,34
player_00447,2024-12-18,10.19,6.45,55.67,229.73,288.26,1,1,1,1,278.07,0,0,4,8,22
player_00448,2024-10-01,7.84,0,0,0,0,0,0,0,0,-7.84,0,0,2,2,2
player_00449,2024-10-10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10
player_00450,2024-10-07,2.04,4.77,9.61,32.96,141.64,1,1,1,1,139.6,0,0,2,3,19
player_00451,2024-11-16,9.9,0,0,0,0,0,0,0,0,-9.9,0,0,5,11,41
player_00452,2024-11-13,8.21,0,0,0,0,0,0,0,0,-8.21,0,0,4,8,35
player_00453,2024-12-25,8.26,0,0,0,0,0,0,0,0,-8.26,0,0,1,1,10
player_00454,2024-12-21,10.2,2.1,19.89,165.61,240.95,1,1,1,1,230.75,0,0,3,6,23
player_00455,2024-10-18,5.89,0,0,0,0,0,0,0,0,-5.89,0,0,0,0,9
player_00456,2024-10-21,6.01,0,0,0,0,0,0,0,0,-6.01,0,0,6,12,44
player_00457,2024-11-03,2.49,0,0,0,0,0,0,0,0,-2.49,0,0,2,3,6
player_00458,2024-12-25,5.77,0,0,0,0,0,0,0,0,-5.77,0,0,2,2,5
player_00459,2025-01-11,7.61,0,0,0,0,0,0,0,0,-7.61,0,0,1,2,25
player_00460,2024-12-04,7.8,0,0,0,0,0,0,0,0,-7.8,0,0,1,2,7
player_00461,2024-12-04,4.65,0,0,0,0,0,0,0,0,-4.65,0,0,0,0,8
player_00462,2024-10-16,9.71,16.37,73.05,287.4,413.29,1,1,1,1,403.58,0,0,7,16,45
player_00463,2024-11-29,5.37,9.81,25.06,44.96,200.28,1,1,1,1,194.91,0,0,2,4,45
player_00464,2024-12-11,5.87,0,0,0,0,0,0,0,0,-5.87,0,0,4,8,26
player_00465,2024-12-04,2.56,0,0,0,0,0,0,0,0,-2.56,0,0,0,0,2
player_00466,2025-01-15,0,118.97,124.64,203.68,282.78,1,1,1,1,282.78,0,0,1,2,19
player_00467,2024-10-22,0,0,0,0,0,0,0,0,0,0,0,0,3,7,37
player_00468,2024-12-25,0,0,0,0,0,0,0,0,0,0,0,0,3,6,35
player_00469,2024-10-29,3.72,13.36,18.55,118.15,181.32,1,1,1,1,177.6,0,0,3,7,48
player_00470,2024-11-27,6.01,0,0,0,0,0,0,0,0,-6.01,0,0,4,8,37
player_00471,2024-12-11,9.41,4.72,15.19,21.47,49.68,1,1,1,1,40.27,0,0,4,9,32
player_00472,2025-01-06,4.2,0,0,0,0,0,0,0,0,-4.2,0,0,4,6,16
player_00473,2024-11-18,1.35,14.61,30.25,91.55,106.31,1,1,1,1,104.96,0,0,1,2,25
player_00474,2024-10-26,7.77,0,0,0,0,0,0,0,0,-7.77,0,0,1,1,6
player_00475,2024-10-27,1.63,8.49,8.49,70.37,97.5,1,1,1,1,95.87,0,0,6,12,18
player_00476,2024-11-14,4.87,0,0,65.9,168.35,0,0,1,1,163.48,1,0,6,14,27
player_00477,2024-10-26,9.1,0,0,0,0,0,0,0,0,-9.1,0,0,2,2,29
player_00478,2024-10-05,8.62,0,0,0,0,0,0,0,0,-8.62,0,0,4,8,26
player_00479,2024-12-09,8.44,0,0,0,0,0,0,0,0,-8.44,0,0,3,7,26
player_00480,2024-12-16,2.39,0,0,0,0,0,0,0,0,-2.39,0,0,0,0,2
player_00481,2024-10-03,8.22,0,0,0,0,0,0,0,0,-8.22,0,0,5,12,31
player_00482,2024-10-01,7.84,107.01,107.01,287.21,345.45,1,1,1,1,337.61,0,0,2,5,26
player_00483,2024-11-18,8.26,11.11,11.11,296,381.26,1,1,1,1,373,0,0,3,6,28
player_00484,2025-01-25,4.1,0,0,0,0,0,0,0,0,-4.1,0,0,0,0,4
player_00485,2024-10-24,2.09,0,0,0,0,0,0,0,0,-2.09,0,0,0,0,6
player_00486,2025-01-16,3.06,0,0,0,0,0,0,0,0,-3.06,0,0,2,6,35
player_00487,2024-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
player_00488,2024-11-30,1.64,119.85,130.19,187.11,197.56,1,1,1,1,195.92,0,0,4,9,22
player_00489,2025-01-16,3.62,0,0,0,0,0,0,0,0,-3.62,0,0,1,1,8
player_00490,2024-10-09,8.6,8.16,178.58,189.53,343.2,1,1,1,1,334.6,0,0,3,6,31
player_00491,2025-01-07,0,0,16.45,16.45,28.46,0,1,1,1,28.46,0,0,0,0,5
player_00492,2024-10-27,9.74,0,0,0,0,0,0,0,0,-9.74,0,0,4,9,29
player_00493,2024-10-02,9.87,4.96,19.15,24.02,84.81,1,1,1,1,74.94,0,0,3,6,21
player_00494,2025-01-01,6.67,0,0,0,0,0,0,0,0,-6.67,0,0,5,10,40
player_00495,2024-12-23,4.58,0,0,0,0,0,0,0,0,-4.58,0,0,2,2,16
player_00496,2025-01-18,2.79,0,0,0,0,0,0,0,0,-2.79,0,0,5,10,37
player_00497,2025-01-25,4.1,64.69,136.81,153.98,177.27,1,1,1,1,173.17,0,0,7,16,61
player_00498,2025-01-28,9.49,0,0,0,0,0,0,0,0,-9.49,0,0,5,10,21
player_00499,2024-10-10,3.82,0,0,0,0,0,0,0,0,-3.82,0,0,4,10,40
player_00500,2024-10-17,0,0.99,9.38,18.54,105.25,1,1,1,1,105.25,0,0,5,10,38
player_00501,2024-10-31,4.62,0,0,0,0,0,0,0,0,-4.62,0,0,3,6,40
player_00502,2024-10-18,2.36,6.99,34.9,69.17,192.72,1,1,1,1,190.36,0,0,5,10,34
player_00503,2025-01-15,6.02,2.69,8.02,31.6,45.44,1,1,1,1,39.42,0,0,3,3,11
player_00504,2024-10-05,4.26,0,0,0,0,0,0,0,0,-4.26,0,0,4,9,44
player_00505,2025-01-03,5.86,0,0,155.65,253.18,0,0,1,1,247.32,1,0,7,15,37
player_00506,2025-01-18,5,40.11,40.11,68.3,68.3,1,1,1,1,63.3,0,1,6,15,44
player_00507,2024-12-26,7.95,0,0,0,0,0,0,0,0,-7.95,0,0,1,2,8
player_00508,2024-12-24,6.93,0,0,0,0,0,0,0,0,-6.93,0,0,1,1,7
player_00509,2024-12-12,0,5.07,61.99,72.21,109.64,1,1,1,1,109.64,0,0,4,11,33
player_00510,2025-01-06,4.15,0,0,0,0,0,0,0,0,-4.15,0,0,2,4,15
player_00511,2024-10-17,5.6,118.01,123.95,327.3,457.66,1,1,1,1,452.06,0,0,6,14,35
player_00512,2024-10-28,0,54.92,121.96,143.23,303.96,1,1,1,1,303.96,0,0,5,10,32
player_00513,2024-10-29,8.8,0,0,0,0,0,0,0,0,-8.8,0,0,6,14,31
player_00514,2024-12-06,6.69,0,0,0,0,0,0,0,0,-6.69,0,0,2,2,13
player_00515,2025-01-24,2.88,13.95,32.51,66.58,222.59,1,1,1,1,219.71,0,0,5,11,34
player_00516,2024-11-16,3.33,55.91,89.24,145.15,344.65,1,1,1,1,341.32,0,0,1,2,28
player_00517,2024-12-31,2.95,0,0,0,0,0,0,0,0,-2.95,0,0,1,2,19
player_00518,2024-12-06,5.66,0,0,0,0,0,0,0,0,-5.66,0,0,0,0,38
player_00519,2024-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
player_00520,2024-11-26,4.38,8.77,65.26,131.59,154.19,1,1,1,1,149.81,0,0,6,14,48
player_00521,2024-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
player_00522,2024-10-18,3.04,8.96,66.9,109.38,123.39,1,1,1,1,120.35,0,0,3,6,41
player_00523,2025-01-19,6.47,50.54,72.09,77.7,99.2,1,1,1,1,92.73,0,0,2,3,10
player_00524,2024-10-30,2.67,6.61,231.46,356.93,443,1,1,1,1,440.33,0,0,7,14,55
player_00525,2024-12-06,6.69,0,0,0,0,0,0,0,0,-6.69,0,0,5,11,32
player_00526,2024-11-12,2.12,0,0,0,0,0,0,0,0,-2.12,0,0,2,4,40
player_00527,2025-01-18,1.79,0,0,0,0,0,0,0,0,-1.79,1,0,5,10,35
player_00528,2024-12-12,7.76,43.04,44.2,165.06,199.56,1,1,1,1,191.8,0,0,5,10,41
player_00529,2024-11-21,7.2,0,0,13.83,27.36,0,0,1,1,20.16,0,0,3,3,14
player_00530,2024-10-29,5.58,0,0,0,0,0,0,0,0,-5.58,0,0,3,6,5
player_00531,2024-11-09,6.79,0,0,0,0,0,0,0,0,-6.79,0,0,7,15,40
player_00532,2024-11-10,7.87,0,0,0,0,0,0,0,0,-7.87,0,0,0,0,9
player_00533,2024-10-10,7.88,0,0,0,0,0,0,0,0,-7.88,0,0,1,1,2
player_00534,2025-01-11,11.4,0,0,0,0,0,0,0,0,-11.4,0,0,2,5,12
player_00535,2024-12-27,6.78,3.51,19.48,30.15,67.23,1,1,1,1,60.45,0,0,5,12,34
player_00536,2024-12-16,6.2,7.06,191.16,362.74,506.81,1,1,1,1,500.61,0,0,5,10,47
player_00537,2024-11-21,7.2,0,0,0,0,0,0,0,0,-7.2,0,0,7,14,43
player_00538,2024-10-13,4.57,1.04,21.52,41.39,99.45,1,1,1,1,94.88,0,0,1,2,12
player_00539,2024-10-15,7.96,0,0,41.95,86.75,0,0,1,1,78.79,1,0,6,13,20
player_00540,2024-11-18,8.26,0,0,0,0,0,0,0,0,-8.26,0,0,1,1,10
player_00541,2024-10-02,8.69,0,0,0,0,0,0,0,0,-8.69,0,0,0,0,13
player_00542,2025-01-09,7.52,74.28,138.51,212.16,229.44,1,1,1,1,221.92,0,0,4,9,29
player_00543,2025-01-07,8.38,92.59,163.11,164.1,183.98,1,1,1,1,175.6,0,0,0,0,14
player_00544,2024-12-01,6.66,17.52,18.51,68.27,81.67,1,1,1,1,75.01,0,0,5,10,37
player_00545,2024-11-11,1.36,0,0,0,0,0,0,0,0,-1.36,0,0,1,1,4
player_00546,2024-10-08,10.08,0,0,0,0,0,0,0,0,-10.08,0,0,4,9,34
player_00547,2024-10-02,11.23,0,0,0,0,0,0,0,0,-11.23,0,0,2,4,7
player_00548,2024-11-01,2.95,0,0,0,0,0,0,0,0,-2.95,0,0,2,4,44
player_00549,2024-12-16,4.53,0,0,0,0,0,0,0,0,-4.53,0,0,5,11,35
player_00550,2024-11-16,9.9,7.9,165.18,208.95,230.74,1,1,1,1,220.84,0,0,5,10,30
player_00551,2024-10-18,0,0,0,0,0,0,0,0,0,0,1,0,6,12,42
player_00552,2025-01-27,5.98,95.64,160.65,161.65,185.53,1,1,1,1,179.55,0,0,2,5,6
player_00553,2024-10-03,6.83,7.37,234.29,261.77,277.76,1,1,1,1,270.93,0,0,5,10,26
player_00554,2025-01-03,9.25,107.9,119.52,192.98,247.43,1,1,1,1,238.18,0,0,1,2,35
player_00555,2025-01-29,3.31,1.89,1.89,35.24,83.02,1,1,1,1,79.71,0,0,4,9,44
player_00556,2024-12-16,4.53,0,0,0,0,0,0,0,0,-4.53,0,0,4,8,35
player_00557,2025-01-10,0,0,0,0,0,0,0,0,0,0,0,0,6,13,37
player_00558,2024-11-23,4.74,18.53,68.06,69.06,119.7,1,1,1,1,114.96,0,0,1,1,2
